iteration	time	nReplicationsDone	ConcentrationEnzyme_AcetGapperInMeth	ConcentrationEnzyme_AcetCreator	ConcentrationEnzyme_MethFiller	ConcentrationEnzyme_AcetCleaner	ConcentrationEnzyme_MethCreator	ConcentrationEnzyme_MethExtender	ConcentrationEnzyme_AcetReduceToMeth	ConcentrationEnzyme_MethReduceToAcet	ConcentrationEnzyme_AcetExtendToMeth	ConcentrationEnzyme_AcetFillerNN	ConcentrationEnzyme_MethCleaner	ConcentrationEnzyme_AcetExtender	ConcentrationEnzyme_MethCreatorNN	ConcentrationEnzyme_AcetEliminator	ConcentrationEnzyme_AcetExtender2	ConcentrationEnzyme_MethFillerNN	ConcentrationEnzyme_MethExtendToAcet	ConcentrationEnzyme_AcetFiller	ConcentrationEnzyme_MethGapperInAcet	ConcentrationEnzyme_AcetCreatorNN	ConcentrationEnzyme_MethEliminator	ConcentrationEnzyme_MethExtender2	AcetGapperInMeth_boundPos	AcetCreator_boundPos	MethFiller_boundPos	AcetCleaner_boundPos	MethCreator_boundPos	MethExtender_boundPos	AcetReduceToMeth_boundPos	MethReduceToAcet_boundPos	AcetExtendToMeth_boundPos	AcetFillerNN_boundPos	MethCleaner_boundPos	AcetExtender_boundPos	MethCreatorNN_boundPos	AcetEliminator_boundPos	AcetExtender2_boundPos	MethFillerNN_boundPos	MethExtendToAcet_boundPos	AcetFiller_boundPos	MethGapperInAcet_boundPos	AcetCreatorNN_boundPos	MethEliminator_boundPos	MethExtender2_boundPos	phase
	341	9.462248	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0			83														76,229					196	0
	342	9.473601	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0																	76,229					196	0
	343	9.516420	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	1																	76,229						0
	344	9.529202	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	4	2	1	1	1	1								161									76,229						0
	345	9.537157	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	0	4	2	1	1	1	1								161								197	76,229						0
	346	9.549541	1	1	1	0	1	1	1	1	0	1	2	1	1	1	1	1	0	4	2	1	1	1	1			89					161								197	76,229						0
	347	9.558991	1	1	1	0	1	1	1	1	0	1	2	1	1	1	1	1	0	5	2	1	1	1	1			89					161								197	229						0
	348	9.576239	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	0	5	2	1	1	1	1								161								197	229						0
	349	9.605670	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	5	2	1	1	1	1																197	229						0
	350	9.610888	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	5	2	1	1	1	1															161	197	229						0
	351	9.626147	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	5	2	1	1	1	1								234							161	197	229						0
	352	9.643620	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	0	5	2	1	1	1	1								234								197	229						0
	353	9.657481	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	0	5	2	1	1	1	1							191	234								197	229						0
	354	9.670769	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	0	5	2	1	1	1	1								234								197	229						0
	355	9.671564	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	5	2	1	1	1	1																197	229						0
	356	9.685745	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	5	2	1	1	1	1															191	197	229						0
	357	9.701452	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	0	5	2	1	1	1	1							219								191	197	229						0
	358	9.710977	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	0	5	2	1	1	1	0							219								191	197	229					234	0
	359	9.773492	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	0	5	2	1	1	1	1							219								191	197	229						0
	360	9.776203	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	0	5	2	1	1	1	0							219								191	197	229					91	0
	361	9.903068	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	5	2	1	1	1	0							219									197	229					91	0
	362	9.939195	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	6	2	1	1	1	0							219									197						91	0
	364	10.000000	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	365	10.002541	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0																						27	0
	366	10.004799	2	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0						181																27	0
	367	10.011766	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	6	2	1	1	1	0						181				130												27	0
	368	10.014697	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	6	2	1	1	1	0						181				130					205							27	0
	369	10.017999	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	6	2	1	1	1	0			29			181				130					205							27	0
	370	10.027597	2	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	6	2	1	1	1	0			29			181				130			105		205							27	0
	371	10.030665	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	0			29			181				130		228	105		205							27	0
	372	10.081873	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	6	2	1	1	1	0			29			181				130		228	105		205	166						27	0
	373	10.086223	2	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	6	2	1	1	1	0			29			181				130		228	105	225	205	166						27	0
	374	10.101017	2	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	6	2	1	1	1	0			29			181				130		228	105	225		166						27	0
	375	10.101768	2	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	6	1	1	1	1	0			29			181				130		228	105	225		166		204				27	0
	376	10.105817	2	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	1	1	1	1	0			29			181				130		228		225		166		204				27	0
	377	10.107444	2	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	5	1	1	1	1	0			29			181				130		228		225		166	161	204				27	0
	378	10.114052	2	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	5	1	1	1	1	0			29			181				130		228		225	72	166	161	204				27	0
	379	10.127929	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	5	1	1	1	1	0			29			181				130		228			72	166	161	204				27	0
	380	10.130094	2	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	5	1	1	1	1	0			29			181				43,130		228			72	166	161	204				27	0
	381	10.169202	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	5	1	1	1	1	0			29			181				130		228			72	166	161	204				27	0
	382	10.178924	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	5	1	1	1	1	0			29			181				130		228				166	161	204				27	0
	383	10.181808	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	6	1	1	1	1	0			29			181				130		228				166		204				27	0
	384	10.187278	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	6	1	1	1	1	1			29			181				130		228				166		204					0
	385	10.188591	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	6	1	1	1	1	0			29			181				130		228				166		204				190	0
	386	10.191670	2	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	1	1	0			29			181				130		228			150	166		204				190	0
	387	10.205703	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	6	1	1	1	1	0			29			181				130		228	232		150	166		204				190	0
	388	10.219302	2	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	1	1	0			29		82	181				130		228	232		150	166		204				190	0
	389	10.225263	2	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	6	1	1	1	1	0			29		82	181				130			232		150	166		204				190	0
	390	10.229872	2	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	6	1	1	1	1	0					82	181				130			232		150	166		204				190	0
	391	10.231074	2	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	6	1	1	0	1	0					82	181				130			232		150	166		204		61		190	0
	392	10.233893	2	1	1	1	1	0	0	1	1	1	2	1	1	0	1	0	0	6	1	1	0	1	0					82	181							232		150	166		204		61		190	0
	393	10.273634	2	1	1	1	1	1	0	1	1	1	2	1	1	0	1	0	0	6	1	1	0	1	0						181							232		150	166		204		61		190	0
	394	10.296691	2	1	1	0	1	1	0	1	1	1	2	1	1	0	1	0	0	6	1	1	0	1	0			106			181							232		150	166		204		61		190	0
	395	10.298407	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	1	0			106			181						210	232		150	166		204		61		190	0
	396	10.307535	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	0	0			106			181						210	232		150	166		204		61	217	190	0
	397	10.332348	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	0	0		223	106			181						210	232		150	166		204		61	217	190	0
	398	10.332913	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	0	0			106			181						210	232		150	166		204		61	217	190	0
	399	10.352118	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	0	1			106			181						210	232		150	166		204		61	217		0
	400	10.357929	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	1	1	0	0	0			106			181						210	232		150	166		204		61	217	104	0
	401	10.383470	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	0	6	2	1	0	0	0			106			181						210	232		150	166				61	217	104	0
	402	10.388133	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	2	1	0	0	0			106			181						210	232		150					61	217	104	0
	403	10.416695	2	1	1	1	1	1	0	1	1	1	2	1	0	0	1	0	1	6	2	1	0	0	0						181						210	232		150					61	217	104	0
	404	10.421066	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	2	1	0	0	0			176			181						210	232		150					61	217	104	0
	405	10.422325	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	2	1	0	1	0			176			181						210	232		150					61		104	0
	406	10.429315	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	2	1	0	1	0			176			181						210	232							61		104	0
	407	10.443295	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	1	0	6	2	1	0	1	0			176			181						210	232			9				61		104	0
	408	10.451532	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	0	6	2	1	0	1	0		213	176			181						210	232			9				61		104	0
	409	10.459858	2	1	0	0	1	0	0	1	1	1	2	1	0	0	1	1	0	6	2	1	0	1	0		213	176		76	181						210	232			9				61		104	0
	410	10.460448	2	1	0	0	1	0	0	1	1	1	2	1	0	0	1	1	0	6	2	1	0	1	1		213	176		76	181						210	232			9				61			0
	411	10.470709	2	1	0	0	1	0	1	1	1	1	2	1	0	0	1	1	0	6	2	1	0	1	1		213	176		76							210	232			9				61			0
	412	10.471754	2	1	0	0	1	0	1	1	1	1	2	1	0	0	1	1	0	6	1	1	0	1	1		213	176		76							210	232			9		149		61			0
	413	10.473722	2	1	0	0	1	0	0	1	1	1	2	1	0	0	1	1	0	6	1	1	0	1	1		213	176		76	108						210	232			9		149		61			0
	414	10.493811	2	1	0	0	1	0	1	1	1	1	2	1	0	0	1	1	0	6	1	1	0	1	1		213	176		76							210	232			9		149		61			0
	415	10.503176	2	1	0	1	1	0	1	1	1	1	2	1	0	0	1	1	0	6	1	1	0	1	1		213			76							210	232			9		149		61			0
	416	10.503211	2	1	0	1	1	0	1	1	1	1	2	1	0	0	1	0	0	6	1	1	0	1	1		213			76							210	232		65	9		149		61			0
	417	10.506967	2	1	0	1	1	0	1	1	1	1	2	1	0	0	1	0	0	6	1	1	0	1	0		213			76							210	232		65	9		149		61		114	0
	418	10.508100	2	1	0	1	1	0	1	1	1	1	2	1	1	0	1	0	0	6	1	1	0	1	0		213			76								232		65	9		149		61		114	0
	419	10.509111	2	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	6	1	1	0	1	0		213			76					137			232		65	9		149		61		114	0
	420	10.520150	2	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	6	1	1	0	1	0		213			76					137		192	232		65	9		149		61		114	0
	421	10.526055	2	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	0	1	0		213			76	182				137		192	232		65	9		149		61		114	0
	422	10.547331	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	6	1	1	0	1	0					76	182				137		192	232		65	9		149		61		114	0
	423	10.547881	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	1	1	0	1	0					76	182				137		192	232		65			149		61		114	0
	424	10.554501	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	6	1	1	0	1	0					76	182				137		192	232					149		61		114	0
	425	10.563118	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	6	2	1	0	1	0					76	182				137		192	232							61		114	0
	426	10.575980	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	6	2	1	1	1	0					76	182				137		192	232									114	0
	427	10.584725	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	6	2	1	0	1	0					76	182				137		192	232							69		114	0
	428	10.588990	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0					76	182				137		192	232		60					69		114	0
	429	10.596659	2	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0					76	182	160			137		192	232		60					69		114	0
	430	10.598757	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0					76	182				137		192	232		60					69		114	0
	431	10.599398	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	6	2	1	0	1	0					76	182				137		192	232							69		114	0
	432	10.599774	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0					76	182				137		192	232		226					69		114	0
	433	10.619143	2	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0		96			76	182				137		192	232		226					69		114	0
	434	10.619621	2	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0		96			76					137		192	232		226					69		114	0
	435	10.620255	2	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	6	2	1	0	1	0		96			76					137		192	232							69		114	0
	436	10.620872	2	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	6	2	1	0	1	0		96	102		76					137		192	232							69		114	0
	437	10.647844	2	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0		96	102		76					137		192	232		64					69		114	0
	438	10.651442	2	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	5	2	1	0	1	0		96	102		76					137		192	232		64		160			69		114	0
	439	10.652026	2	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	5	2	1	0	1	0		96	102		76	183				137		192	232		64		160			69		114	0
	440	10.653608	2	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	5	2	1	0	1	0		96	102			183				137		192	232		64		160			69		114	0
	441	10.656466	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	1	5	2	1	0	1	0		96	102			183						192	232		64		160			69		114	0
	442	10.685683	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	1	5	2	1	0	1	0		96	102			183						192	232				160			69		114	0
	443	10.687190	2	1	0	0	1	0	0	1	1	1	2	1	0	0	1	1	1	5	2	1	0	1	0		96	102		185	183						192	232				160			69		114	0
	444	10.697802	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	1	1	5	2	1	0	1	0		96	102		185	183						192					160			69		114	0
	445	10.700678	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	1	0	5	2	1	0	1	0		96	102		185	183						192				34	160			69		114	0
	446	10.709992	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	1	1	5	2	1	0	1	0		96	102		185	183						192					160			69		114	0
	447	10.715870	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	0	1	5	2	1	0	1	0		96	102		185	183						192			222		160			69		114	0
	448	10.730604	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	1	1	5	2	1	0	1	0		96	102		185	183						192					160			69		114	0
	449	10.731545	2	1	1	0	1	0	0	1	1	1	2	1	0	1	1	1	1	5	2	1	0	1	0			102		185	183						192					160			69		114	0
	450	10.736117	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	1	1	5	2	1	0	1	0			102		185	183											160			69		114	0
	451	10.767396	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	1	1	6	2	1	0	1	0			102		185	183														69		114	0
	452	10.768126	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0			102		185	183									63					69		114	0
	453	10.782658	2	1	1	0	1	0	0	1	1	1	2	1	0	1	1	0	1	6	2	1	0	1	0			102		185	183						224			63					69		114	0
	454	10.812117	2	1	0	0	1	0	0	1	1	1	2	1	0	1	1	0	1	6	2	1	0	1	0		88	102		185	183						224			63					69		114	0
	455	10.837408	2	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	1	6	2	1	0	1	0		88	102			183						224			63					69		114	0
	456	10.912196	2	1	0	0	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0		88	102			183									63					69		114	0
	457	10.917393	2	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	6	2	1	0	1	0		88	102			183				225					63					69		114	0
	458	10.917696	2	1	0	0	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0		88	102			183									63					69		114	0
	459	10.928758	2	1	0	0	1	1	0	1	1	1	2	1	0	1	1	0	1	6	2	1	0	1	0		88	102			183						193			63					69		114	0
	460	10.982722	2	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	1	6	2	1	0	1	0		88	102			183						193								69		114	0
	461	10.984579	2	1	0	0	1	1	0	1	1	1	2	1	0	1	1	1	1	6	1	1	0	1	0		88	102			183						193						62		69		114	0
	462	10.991217	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	1	1	0	1	0		88	102			183						193	80					62		69		114	0
	463	10.994061	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	1	1	0	1	1		88	102			183						193	80					62		69			0
	464	10.998910	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	1	1	0	1	1		88	102			183						193	80		208			62		69			0
	465	11.000555	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	1	1	0	1	1		88	102			183						193	80					62		69			0
	466	11.004613	2	1	0	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	1	1	0	1	0		88	102			183						193	80					62		69		186	0
	467	11.095817	2	1	0	0	1	1	1	1	1	1	2	1	0	0	1	1	1	6	1	1	0	1	0		88	102									193	80					62		69		186	0
	468	11.095935	2	1	0	0	1	1	1	1	1	1	2	1	0	0	1	0	1	6	1	1	0	1	0		88	102									193	80		70			62		69		186	0
	469	11.117664	2	1	0	0	1	1	1	1	1	1	2	1	0	0	0	0	1	6	1	1	0	1	0		88	102									193	80	96	70			62		69		186	0
	470	11.121983	2	1	0	0	1	1	1	1	1	1	2	1	1	0	0	0	1	6	1	1	0	1	0		88	102										80	96	70			62		69		186	0
	471	11.122908	2	1	0	0	1	1	0	1	1	1	2	1	1	0	0	0	1	6	1	1	0	1	0		88	102			39							80	96	70			62		69		186	0
	472	11.164426	2	1	0	0	1	1	0	1	1	1	2	1	1	0	0	1	1	6	1	1	0	1	0		88	102			39							80	96				62		69		186	0
	473	11.164902	2	1	0	1	1	1	0	1	1	1	2	1	1	0	0	1	1	6	1	1	0	1	0		88				39							80	96				62		69		186	0
	474	11.178205	2	1	0	1	1	1	0	1	1	1	2	1	1	0	0	0	1	6	1	1	0	1	0		88				39							80	96	207			62		69		186	0
	475	11.181262	2	1	0	1	1	1	0	1	1	1	2	1	0	0	0	0	1	6	1	1	0	1	0		88				39						74	80	96	207			62		69		186	0
	476	11.183014	2	1	0	1	1	1	0	1	1	1	2	1	0	0	0	0	0	6	1	1	0	1	0		88				39						74	80	96	207	115		62		69		186	0
	477	11.201640	2	1	0	1	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	0	1	0		88				39						74		96	207	115		62		69		186	0
	478	11.203726	2	1	0	1	1	0	0	1	1	1	2	1	0	1	0	0	0	6	1	1	0	1	0		88			78	39						74		96	207	115		62		69		186	0
	479	11.214050	2	1	0	1	1	0	0	1	1	1	2	1	0	1	0	0	0	6	1	1	0	0	0		88			78	39						74		96	207	115		62		69	234	186	0
	480	11.222466	2	1	0	1	1	0	0	1	1	1	2	1	1	1	0	0	0	6	1	1	0	0	0		88			78	39								96	207	115		62		69	234	186	0
	481	11.235659	2	1	0	0	1	0	0	1	1	1	2	1	1	1	0	0	0	6	1	1	0	0	0		88	184		78	39								96	207	115		62		69	234	186	0
	482	11.253226	2	1	0	0	1	0	0	1	1	1	2	1	1	1	0	0	0	6	1	1	1	0	0		88	184		78	39								96	207	115		62			234	186	0
	483	11.256756	2	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	6	1	1	1	0	0		88	184		78	39				68				96	207	115		62			234	186	0
	484	11.269638	2	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	5	1	1	1	0	0		88	184		78	39				68				96	207	115	194	62			234	186	0
	485	11.285262	2	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	5	1	1	1	0	0		88	184		78	39	191			68				96	207	115	194	62			234	186	0
	486	11.289402	2	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	5	1	1	1	0	0		88	184			39	191			68				96	207	115	194	62			234	186	0
	487	11.303285	2	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	5	1	1	1	0	0		88	184			39	191			68		214		96	207	115	194	62			234	186	0
	488	11.339610	2	1	0	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	1	1	1	0	0		88	184			39	191					214		96	207	115	194	62			234	186	0
	489	11.343143	2	1	0	0	1	1	1	0	1	1	2	1	0	1	0	0	0	5	1	1	1	0	0		88	184				191					214		96	207	115	194	62			234	186	0
	490	11.344769	2	1	0	0	1	1	1	0	1	1	2	1	0	1	0	0	0	5	1	1	1	1	0		88	184				191					214		96	207	115	194	62				186	0
	491	11.363170	2	1	0	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	1	1	1	1	0		88	184			197	191					214		96	207	115	194	62				186	0
	492	11.371236	2	1	0	0	1	1	0	0	1	1	2	1	0	1	0	0	0	4	1	1	1	1	0		88	184			197	191					214		96	207	115	75,194	62				186	0
	493	11.385750	2	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	4	1	1	1	1	0			184			197	191					214		96	207	115	75,194	62				186	0
	494	11.386095	2	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	4	1	1	1	1	1			184			197	191					214		96	207	115	75,194	62					0
	495	11.392621	2	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	5	1	1	1	1	1			184			197	191					214		96	207	115	194	62					0
	496	11.395601	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	1	1	1			184			197	191	75				214		96	207	115	194	62					0
	497	11.414029	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	0	1	1			184			197	191	75				214		96	207	115	194	62		230			0
	498	11.453055	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	0	1	0			184			197	191	75				214		96	207	115	194	62		230		109	0
	499	11.455132	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	1	0	5	1	1	0	1	0			184			197	191	75				214		96		115	194	62		230		109	0
	500	11.471133	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	0	1	0			184			197	191	75				214		96	221	115	194	62		230		109	0
	501	11.498650	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	0	0	0			184			197	191	75				214		96	221	115	194	62		230	78	109	0
	502	11.507652	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	4	1	1	0	0	0			184			197	191	75				214		96	221	115	40,194	62		230	78	109	0
	503	11.517307	2	1	1	0	1	1	0	0	0	1	2	1	1	1	0	0	0	4	1	1	0	0	0			184			197	191	75						96	221	115	40,194	62		230	78	109	0
	504	11.521276	2	1	1	0	1	1	0	0	0	1	2	1	1	1	0	1	0	4	1	1	0	0	0			184			197	191	75						96		115	40,194	62		230	78	109	0
	505	11.534498	2	1	1	0	1	1	0	0	0	1	2	1	1	1	0	0	0	4	1	1	0	0	0			184			197	191	75						96	87	115	40,194	62		230	78	109	0
	506	11.555258	2	1	1	0	1	1	0	0	0	1	2	1	1	1	0	0	0	5	1	1	0	0	0			184			197	191	75						96	87	115	194	62		230	78	109	0
	507	11.568638	2	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	5	1	1	0	0	0			184			197	191	75				89		96	87	115	194	62		230	78	109	0
	508	11.572507	2	1	1	0	1	1	0	1	0	1	2	1	0	1	0	0	0	5	1	1	0	0	0			184			197		75				89		96	87	115	194	62		230	78	109	0
	509	11.574926	2	1	1	0	1	1	0	1	0	1	2	1	0	1	1	0	0	5	1	1	0	0	0			184			197		75				89			87	115	194	62		230	78	109	0
	510	11.602890	2	1	1	0	1	1	0	1	0	1	2	1	0	1	1	0	0	6	1	1	0	0	0			184			197		75				89			87	115		62		230	78	109	0
	511	11.613150	2	1	1	0	1	1	0	1	0	1	2	1	0	1	1	0	0	6	1	1	1	0	0			184			197		75				89			87	115		62			78	109	0
	512	11.632641	2	1	1	1	1	1	0	1	0	1	2	1	0	1	1	0	0	6	1	1	1	0	0						197		75				89			87	115		62			78	109	0
	513	11.660018	2	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	0	6	1	1	1	0	0						197						89			87	115		62			78	109	0
	514	11.665805	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	6	1	1	1	0	0					118	197						89			87	115		62			78	109	0
	515	11.701375	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	6	0	1	1	0	0					118	197						89			87	115		62,229			78	109	0
	516	11.711349	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	5	0	1	1	0	0					118	197						89			87	115	191	62,229			78	109	0
	517	11.713543	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	5	1	1	1	0	0					118	197						89			87	115	191	62			78	109	0
	518	11.725121	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	1	5	1	1	1	0	0					118	197						89			87		191	62			78	109	0
	519	11.731253	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	1	0	0					118	197						89	238		87		191	62			78	109	0
	520	11.732343	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	4	1	1	1	0	0					118	197						89	238		87		191,231	62			78	109	0
	521	11.760355	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	0	1	4	1	1	1	0	0					118	197						89			87		191,231	62			78	109	0
	522	11.762886	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	4	1	1	1	0	0					118	197						89	98		87		191,231	62			78	109	0
	523	11.801147	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	4	1	1	1	0	1					118	197						89	98		87		191,231	62			78		0
	524	11.806528	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	1	0	1					118	197						89	98		87		191	62			78		0
