iteration	time	nReplicationsDone	ConcentrationEnzyme_AcetGapperInMeth	ConcentrationEnzyme_AcetCreator	ConcentrationEnzyme_MethFiller	ConcentrationEnzyme_AcetCleaner	ConcentrationEnzyme_MethCreator	ConcentrationEnzyme_MethExtender	ConcentrationEnzyme_AcetReduceToMeth	ConcentrationEnzyme_MethReduceToAcet	ConcentrationEnzyme_AcetExtendToMeth	ConcentrationEnzyme_AcetFillerNN	ConcentrationEnzyme_MethCleaner	ConcentrationEnzyme_AcetExtender	ConcentrationEnzyme_MethCreatorNN	ConcentrationEnzyme_AcetEliminator	ConcentrationEnzyme_AcetExtender2	ConcentrationEnzyme_MethFillerNN	ConcentrationEnzyme_MethExtendToAcet	ConcentrationEnzyme_AcetFiller	ConcentrationEnzyme_MethGapperInAcet	ConcentrationEnzyme_AcetCreatorNN	ConcentrationEnzyme_MethEliminator	ConcentrationEnzyme_MethExtender2	AcetGapperInMeth_boundPos	AcetCreator_boundPos	MethFiller_boundPos	AcetCleaner_boundPos	MethCreator_boundPos	MethExtender_boundPos	AcetReduceToMeth_boundPos	MethReduceToAcet_boundPos	AcetExtendToMeth_boundPos	AcetFillerNN_boundPos	MethCleaner_boundPos	AcetExtender_boundPos	MethCreatorNN_boundPos	AcetEliminator_boundPos	AcetExtender2_boundPos	MethFillerNN_boundPos	MethExtendToAcet_boundPos	AcetFiller_boundPos	MethGapperInAcet_boundPos	AcetCreatorNN_boundPos	MethEliminator_boundPos	MethExtender2_boundPos	phase
	1088	21.250071	4	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	6	1	1	0	0	0					88	112		160		221		218	80		97	116		62		66	194	23	0
	1089	21.263510	4	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	5	1	1	0	0	0					88	112		160		221		218	80		97	116	46	62		66	194	23	0
	1090	21.270552	4	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	5	1	1	0	0	0					88	112				221		218	80		97	116	46	62		66	194	23	0
	1091	21.278135	4	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	5	1	1	0	0	0					88					221		218	80		97	116	46	62		66	194	23	0
	1092	21.278715	4	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	5	1	1	0	1	0					88					221		218	80		97	116	46	62		66		23	0
	1093	21.301992	4	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	5	1	1	0	1	0					88					221		218			97	116	46	62		66		23	0
	1094	21.309187	4	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	5	1	1	0	1	0					88	238				221		218			97	116	46	62		66		23	0
	1095	21.318808	4	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	5	1	1	0	1	0					88	238	200			221		218			97	116	46	62		66		23	0
	1096	21.340593	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	5	1	1	0	1	0					88	238	200			221		218	194		97	116	46	62		66		23	0
	1097	21.346094	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	5	1	1	0	1	1					88	238	200			221		218	194		97	116	46	62		66			0
	1098	21.364281	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	5	1	1	0	1	1					88	238	200			221		218	194			116	46	62		66			0
	1099	21.365845	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	4	1	1	0	1	1					88	238	200			221		218	194			116	46,81	62		66			0
	1100	21.374191	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	4	1	1	0	1	0					88	238	200			221		218	194			116	46,81	62		66		10	0
	1101	21.374477	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	5	1	1	0	1	0					88	238	200			221		218	194			116	81	62		66		10	0
	1102	21.378027	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	5	1	1	0	1	0					88	238	200			221		218	194				81	62		66		10	0
	1103	21.378725	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	4	1	1	0	1	0					88	238	200			221		218	194				81,160	62		66		10	0
	1104	21.397587	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	4	1	1	0	1	0					88	238	200			221		218	194		120		81,160	62		66		10	0
	1105	21.404797	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	4	1	1	0	1	1					88	238	200			221		218	194		120		81,160	62		66			0
	1106	21.412991	4	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	3	1	1	0	1	1					88	238	200			221		218	194		120		81,99,160	62		66			0
	1107	21.427948	4	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	3	1	1	0	1	1			79		88	238	200			221		218	194		120		81,99,160	62		66			0
	1108	21.434992	4	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	3	1	1	0	1	0			79		88	238	200			221		218	194		120		81,99,160	62		66		71	0
	1109	21.441212	4	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	3	1	1	0	1	0			79		88	238	200			221			194		120		81,99,160	62		66		71	0
	1110	21.486280	4	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	3	1	1	0	1	0					88	238	200			221			194		120		81,99,160	62		66		71	0
	1111	21.524332	4	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	3	1	1	0	1	0			21		88	238	200			221			194		120		81,99,160	62		66		71	0
	1112	21.524693	4	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	3	1	1	0	1	0			21		88	238	200			221			194		120	11	81,99,160	62		66		71	0
	1113	21.538902	4	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	3	1	1	1	1	0			21		88	238	200			221			194		120	11	81,99,160	62				71	0
	1114	21.539616	4	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	3	1	1	1	1	0			21		88	238				221			194		120	11	81,99,160	62				71	0
	1115	21.542099	4	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	3	1	1	1	1	0			21		88					221			194		120	11	81,99,160	62				71	0
	1116	21.553976	4	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	4	1	1	1	1	0			21		88					221			194		120	11	81,160	62				71	0
	1117	21.557829	4	1	1	0	1	0	1	1	1	1	2	1	1	0	1	0	0	4	1	1	1	1	0			21		88								194		120	11	81,160	62				71	0
	1118	21.559181	4	1	1	0	1	0	1	1	1	1	2	1	0	0	1	0	0	4	1	1	1	1	0			21		88							104	194		120	11	81,160	62				71	0
	1119	21.568213	4	1	1	0	1	0	1	1	1	1	2	1	1	0	1	0	0	4	1	1	1	1	0			21		88								194		120	11	81,160	62				71	0
	1120	21.585253	4	1	1	0	1	0	1	1	1	1	2	1	0	0	1	0	0	4	1	1	1	1	0			21		88							60	194		120	11	81,160	62				71	0
	1121	21.595993	4	1	1	0	1	0	0	1	1	1	2	1	0	0	1	0	0	4	1	1	1	1	0			21		88	69						60	194		120	11	81,160	62				71	0
	1122	21.611134	4	1	1	0	1	0	0	1	1	1	2	1	0	1	1	0	0	4	1	1	1	1	0			21		88	69						60			120	11	81,160	62				71	0
	1123	21.668034	4	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	4	1	1	1	1	0			21		88	69				65		60			120	11	81,160	62				71	0
	1124	21.675047	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	4	1	1	1	1	0			21			69				65		60			120	11	81,160	62				71	0
	1125	21.681519	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	4	1	1	1	1	0			21							65		60			120	11	81,160	62				71	0
	1126	21.682339	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	4	1	1	1	1	0			21			68				65		60			120	11	81,160	62				71	0
	1127	21.685349	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	4	1	1	1	1	0			21			68				65					120	11	81,160	62				71	0
	1128	21.686501	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	4	1	1	1	1	1			21			68				65					120	11	81,160	62					0
	1129	21.712154	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	4	2	1	1	1	1			21			68				65					120	11	81,160						0
	1130	21.715830	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	5	2	1	1	1	1			21			68				65					120	11	81						0
	1131	21.723429	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	5	2	1	0	1	1			21			68				65					120	11	81			84			0
	1132	21.728737	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	5	2	1	0	1	0			21			68				65					120	11	81			84		181	0
	1133	21.734579	4	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	5	2	1	0	1	0			21			68				65,59					120	11	81			84		181	0
	1134	21.774801	4	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	5	2	1	0	1	0			21			68				65,59			73		120	11	81			84		181	0
	1135	21.784887	4	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	5	2	1	0	1	0			21			68				59			73		120	11	81			84		181	0
	1136	21.791006	4	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	6	2	1	0	1	0			21			68				59			73		120	11				84		181	0
	1137	21.797354	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	6	2	1	0	1	0			21			68				59		90	73		120	11				84		181	0
	1138	21.801390	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	2	1	0	1	0			21			68				59		90	73		120					84		181	0
	1139	21.833584	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	5	2	1	0	1	0			21			68				59		90	73		120		200			84		181	0
	1140	21.846441	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	5	2	1	0	1	0						68				59		90	73		120		200			84		181	0
	1141	21.865778	4	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	5	2	1	0	1	0						68				59			73		120		200			84		181	0
	1142	21.876411	4	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	5	2	1	1	1	0						68				59			73		120		200					181	0
	1143	21.879118	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	5	2	1	1	1	0						68				59		226	73		120		200					181	0
	1144	21.880350	4	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	5	2	1	1	1	0						68	159			59		226	73		120		200					181	0
	1145	21.887331	4	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	5	2	1	1	1	0						68	159			59		226	73		120	237	200					181	0
	1146	21.890869	4	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	5	2	1	1	1	0							159			59		226	73		120	237	200					181	0
	1147	21.892433	4	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	5	2	1	1	1	0							159			59			73		120	237	200					181	0
	1148	21.901329	4	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	5	2	1	1	1	0							159			59					120	237	200					181	0
	1149	21.902933	4	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	5	1	1	1	1	0							159			59					120	237	200	83				181	0
	1150	21.906540	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	5	1	1	1	1	0						77	159			59					120	237	200	83				181	0
	1151	21.923624	4	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	5	1	1	1	1	0						77	159			225,59					120	237	200	83				181	0
	1152	21.925426	4	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	6	1	1	1	1	0						77	159			225,59					120	237		83				181	0
	1153	21.929697	4	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	6	1	1	1	1	0						77	159			225,59		103			120	237		83				181	0
	1154	21.930490	4	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	6	1	1	1	1	0						77	159			225,59		103			120			83				181	0
	1155	21.933258	4	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	6	1	1	1	1	0							159			225,59		103			120			83				181	0
	1156	21.959379	4	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	6	1	1	1	1	1							159			225,59		103			120			83					0
	1157	21.962122	4	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	6	1	1	1	1	1							159			225,59		103						83					0
	1158	21.964230	4	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	6	1	1	1	1	1							159			225,59								83					0
	1159	21.970270	4	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	6	1	1	1	1	0							159			225,59								83				17	0
	1160	21.996475	4	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	6	1	1	1	1	0						76	159			225,59								83				17	0
	1161	22.012718	4	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	6	1	1	1	1	0						76	159			225,59		217						83				17	0
	1162	22.035475	4	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	6	1	1	0	1	0						76	159			225,59		217						83		86		17	0
	1163	22.043650	4	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	5	1	1	0	1	0						76	159			225,59		217					67	83		86		17	0
	1164	22.045376	4	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	5	1	1	0	1	0						76	159			59		217					67	83		86		17	0
	1165	22.052364	4	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	5	1	1	0	0	0						76	159			59		217					67	83		86	88	17	0
	1166	22.053074	4	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	5	1	1	0	0	0			182			76	159			59		217					67	83		86	88	17	0
	1167	22.070078	4	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	5	1	1	0	0	0			182				159			59		217					67	83		86	88	17	0
	1168	22.088093	4	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	6	1	1	0	0	0			182				159			59		217						83		86	88	17	0
	1169	22.104898	4	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	6	1	1	0	0	0			182			234	159			59		217						83		86	88	17	0
	1170	22.105158	4	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	6	1	1	0	0	0						234	159			59		217						83		86	88	17	0
	1171	22.142563	4	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	6	1	1	0	0	0						234	159			59		217			119			83		86	88	17	0
	1172	22.147141	4	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	0	0	0						234				59		217			119			83		86	88	17	0
	1173	22.149445	4	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	6	1	1	0	0	0										59		217			119			83		86	88	17	0
	1174	22.156441	4	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	0	0	0						75				59		217			119			83		86	88	17	0
	1175	22.161861	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	6	1	1	0	0	0						75				59		217	232		119			83		86	88	17	0
	1176	22.162491	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	5	1	1	0	0	0						75				59		217	232		119		159	83		86	88	17	0
	1177	22.179016	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	6	1	1	0	0	0						75				59		217	232		119			83		86	88	17	0
	1178	22.181986	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	1	1	0	0	0			193			75				59		217	232		119			83		86	88	17	0
	1179	22.183903	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	5	1	1	0	0	0			193			75				59		217	232		119		102	83		86	88	17	0
	1180	22.186543	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	5	1	1	0	0	1			193			75				59		217	232		119		102	83		86	88		0
	1181	22.188946	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	5	1	1	0	0	1						75				59		217	232		119		102	83		86	88		0
	1182	22.191904	4	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	6	1	1	0	0	1						75				59		217	232		119			83		86	88		0
	1183	22.192265	4	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	6	1	1	0	0	1										59		217	232		119			83		86	88		0
	1184	22.194450	4	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	6	1	1	0	1	1										59		217	232		119			83		86			0
	1185	22.213142	4	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	6	1	1	0	1	1										59			232		119			83		86			0
	1186	22.219893	4	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0	1	6	1	1	0	1	1													232		119			83		86			0
	1187	22.227409	4	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	6	1	1	0	1	1													232					83		86			0
	1188	22.230146	4	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	6	1	1	0	1	0													232					83		86		72	0
	1189	22.239729	4	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0	1	6	1	1	0	1	0													232		89			83		86		72	0
	1190	22.260372	4	1	1	0	1	1	1	1	1	1	2	1	1	0	1	0	1	6	1	1	0	1	0			74										232		89			83		86		72	0
	1191	22.284361	4	1	1	0	1	1	1	1	1	1	2	1	0	0	1	0	1	6	1	1	0	1	0			74									207	232		89			83		86		72	0
	1192	22.304007	4	1	1	0	1	1	1	1	1	1	2	1	1	0	1	0	1	6	1	1	0	1	0			74										232		89			83		86		72	0
	1193	22.308290	4	1	1	0	1	1	0	1	1	1	2	1	1	0	1	0	1	6	1	1	0	1	0			74			196							232		89			83		86		72	0
	1194	22.357758	4	1	1	0	1	1	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	1	0			74			196							232		89			83,206		86		72	0
	1195	22.360897	4	1	1	1	1	1	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	1	0						196							232		89			83,206		86		72	0
	1196	22.370939	4	1	1	1	1	1	0	1	1	1	2	1	1	0	1	1	1	6	0	1	0	1	0						196							232					83,206		86		72	0
	1197	22.371309	4	1	1	1	1	1	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	1	0						196							232		216			83,206		86		72	0
	1198	22.376865	4	1	1	1	1	1	0	1	1	1	2	1	0	0	1	0	1	6	0	1	0	1	0						196						88	232		216			83,206		86		72	0
	1199	22.384098	4	1	1	1	1	1	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	1	0						196							232		216			83,206		86		72	0
	1200	22.401150	4	1	1	1	1	1	0	1	0	1	2	1	1	0	1	0	1	6	0	1	0	1	0						196		46					232		216			83,206		86		72	0
	1201	22.408720	4	1	1	1	1	1	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	1	0						196							232		216			83,206		86		72	0
	1202	22.413725	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	0	1	0	1	0						196									216			83,206		86		72	0
	1203	22.425108	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	0	1	0	1	1						196									216			83,206		86			0
	1204	22.432364	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	5	0	1	0	1	1						196									216		118	83,206		86			0
	1205	22.471060	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	0	1	0	1	1						196									216			83,206		86			0
	1206	22.475809	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	0	1	6	0	1	0	1	1						196	158								216			83,206		86			0
	1207	22.484835	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	0	1	0	1	1						196									216			83,206		86			0
	1208	22.494963	4	1	1	1	1	1	0	1	1	0	2	1	1	1	1	0	1	6	0	1	0	1	1						196			158						216			83,206		86			0
	1209	22.530075	4	1	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	6	0	1	0	1	1									158						216			83,206		86			0
	1210	22.532814	4	1	1	1	1	1	1	1	0	0	2	1	1	1	1	0	1	6	0	1	0	1	1								81	158						216			83,206		86			0
	1211	22.542135	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	6	0	1	0	1	1								81							216			83,206		86			0
	1212	22.580427	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	6	1	1	0	1	1								81							216			206		86			0
	1213	22.586302	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	6	1	1	0	1	0								81							216			206		86		233	0
	1214	22.590458	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	0	1	6	1	1	0	1	0						231		81							216			206		86		233	0
	1215	22.592777	4	1	1	1	1	1	0	0	0	1	2	1	1	1	1	0	1	6	1	1	0	1	0						231	98	81							216			206		86		233	0
	1216	22.595709	4	1	1	1	1	1	0	0	0	1	2	1	1	1	1	0	1	5	1	1	0	1	0						231	98	81							216		46	206		86		233	0
	1217	22.621237	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	0	1	5	1	1	0	1	0						231	98								216		46	206		86		233	0
	1218	22.628572	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	0	1	5	1	1	0	1	1						231	98								216		46	206		86			0
	1219	22.644257	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	0	1	6	1	1	0	1	1						231	98								216			206		86			0
	1220	22.661472	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	0	0	6	1	1	0	1	1						231	98								216	195		206		86			0
	1221	22.702677	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	6	1	1	0	1	1						231	98									195		206		86			0
	1222	22.705814	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	5	1	1	0	1	1						231	98									195	81	206		86			0
	1223	22.718878	4	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	5	1	1	0	1	1						231	98										81	206		86			0
	1224	22.719908	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	5	1	1	0	1	1						231	98			215							81	206		86			0
	1225	22.775658	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	5	1	1	0	1	1						231	98			215					87		81	206		86			0
	1226	22.783655	4	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	5	1	1	0	1	1							98			215					87		81	206		86			0
	1227	22.813187	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	5	1	1	0	1	1						111	98			215					87		81	206		86			0
	1228	22.824076	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	5	1	1	0	1	1						111	98	46		215					87		81	206		86			0
	1229	22.850887	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	5	1	1	0	1	1						111	98	46		215							81	206		86			0
	1230	22.863338	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	5	1	1	0	1	0						111	98	46		215							81	206		86		230	0
	1231	22.867836	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	6	1	1	0	1	0						111	98	46		215								206		86		230	0
	1232	22.874298	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	6	2	1	0	1	0						111	98	46		215										86		230	0
	1233	22.999769	4	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	6	2	1	0	1	1						111	98	46		215										86			0
	1234	23.082893	4	1	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1	6	2	1	0	1	1						111	98	46												86			0
	1235	23.121630	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	0	1	1							98	46												86			0
	1236	23.163086	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	0	1	0							98	46												86		110	0
	1237	23.176838	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0							98	46														110	0
	1238	23.179253	4	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	6	2	1	1	1	0							98	46		85												110	0
	1239	23.195465	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0							98	46														110	0
	1240	23.225105	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1							98	46															0
	1241	23.231052	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0							98	46														109	0
	1242	23.369057	4	1	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0						229	98	46														109	0
	1243	23.387873	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0						229		46														109	0
	1244	23.441410	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1						229		46															0
	1245	23.522865	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0						229		46														98	0
	1246	23.528839	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0						229																98	0
	1247	23.529818	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0						229		81														98	0
	1248	23.553316	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	5	2	1	1	1	0						229		81									46					98	0
	1249	23.589172	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	5	2	1	1	1	1						229		81									46						0
	1250	23.670708	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1						229		81															0
	1251	23.719173	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1								81															0
	1252	23.729563	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	1253	23.744892	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	0	1	1																				107			0
	1254	23.793076	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	0	1	0																				107		81	0
	1255	23.839453	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0																						81	0
	1256	23.850672	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	1	1	1	1	0																		106				81	0
	1257	23.876663	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	1	1	1	1	1																		106					0
	1258	23.905491	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1																	228	106					0
	1259	23.987116	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1																	108,228	106					0
	1260	24.019436	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1																	108	106					0
	1261	24.043388	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	5	1	1	1	1	1								118									108	106					0
	1262	24.088610	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1																	108	106					0
	1263	24.105900	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1																	118,108	106					0
	1264	24.144636	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1																	118	106					0
	1265	24.172665	4	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	5	1	1	1	1	1								108									118	106					0
	1266	24.199566	4	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	5	1	1	1	1	1							47	108									118	106					0
	1267	24.203913	4	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1							47										118	106					0
	1268	24.207794	4	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	1							47										118						0
	1269	24.222477	4	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1							47								108		118						0
	1270	24.231525	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1															108		118						0
	1271	24.271240	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	2	1	1	1	1																	118						0
	1272	24.278732	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	1																	47,118						0
	1273	24.310286	4	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	4	2	1	1	1	1							103										47,118						0
